geo_id,project_id,latitude,longitude,boundary_geojson
GEO-TN-0024,LG-TN-0024,12.789188,80.013723,"{""type"":""Point"",""coordinates"":[80.013723,12.789188]}"
GEO-TS-0025,LG-TS-0025,17.412742,78.433391,"{""type"":""Point"",""coordinates"":[78.433391,17.412742]}"
GEO-TR-0026,LG-TR-0026,23.908949,91.343983,"{""type"":""Point"",""coordinates"":[91.343983,23.908949]}"
GEO-UP-0027,LG-UP-0027,25.25055,83.000776,"{""type"":""Point"",""coordinates"":[83.000776,25.25055]}"
GEO-UK-0028,LG-UK-0028,29.285609,79.329013,"{""type"":""Point"",""coordinates"":[79.329013,29.285609]}"
GEO-WB-0029,LG-WB-0029,22.571409,87.261414,"{""type"":""Point"",""coordinates"":[87.261414,22.571409]}"
GEO-AN-0030,LG-AN-0030,11.660917,92.774855,"{""type"":""Point"",""coordinates"":[92.774855,11.660917]}"
GEO-CH-0031,LG-CH-0031,30.850127,76.84976,"{""type"":""Point"",""coordinates"":[76.84976,30.850127]}"
GEO-DH-0032,LG-DH-0032,20.15768,72.906547,"{""type"":""Point"",""coordinates"":[72.906547,20.15768]}"
GEO-DL-0033,LG-DL-0033,28.756302,77.276435,"{""type"":""Point"",""coordinates"":[77.276435,28.756302]}"
GEO-JK-0034,LG-JK-0034,32.718266,74.844036,"{""type"":""Point"",""coordinates"":[74.844036,32.718266]}"
GEO-LA-0035,LG-LA-0035,34.115763,77.706956,"{""type"":""Point"",""coordinates"":[77.706956,34.115763]}"
GEO-LD-0036,LG-LD-0036,10.539694,72.688134,"{""type"":""Point"",""coordinates"":[72.688134,10.539694]}"
GEO-PY-0037,LG-PY-0037,11.821133,79.848424,"{""type"":""Point"",""coordinates"":[79.848424,11.821133]}"
GEO-AP-0038,LG-AP-0038,17.806473,83.208076,"{""type"":""Point"",""coordinates"":[83.208076,17.806473]}"
GEO-AR-0039,LG-AR-0039,27.69562,91.942893,"{""type"":""Point"",""coordinates"":[91.942893,27.69562]}"
GEO-AS-0040,LG-AS-0040,26.119151,91.646438,"{""type"":""Point"",""coordinates"":[91.646438,26.119151]}"
GEO-BR-0041,LG-BR-0041,26.195603,85.293348,"{""type"":""Point"",""coordinates"":[85.293348,26.195603]}"
GEO-CG-0042,LG-CG-0042,22.326094,82.711403,"{""type"":""Point"",""coordinates"":[82.711403,22.326094]}"
GEO-GA-0043,LG-GA-0043,15.316111,73.987244,"{""type"":""Point"",""coordinates"":[73.987244,15.316111]}"
GEO-GJ-0044,LG-GJ-0044,23.070817,72.429134,"{""type"":""Point"",""coordinates"":[72.429134,23.070817]}"
GEO-HR-0045,LG-HR-0045,28.327748,77.020295,"{""type"":""Point"",""coordinates"":[77.020295,28.327748]}"
GEO-HP-0046,LG-HP-0046,32.076544,76.367326,"{""type"":""Point"",""coordinates"":[76.367326,32.076544]}"
GEO-JH-0047,LG-JH-0047,23.781382,86.283439,"{""type"":""Point"",""coordinates"":[86.283439,23.781382]}"
GEO-KA-0048,LG-KA-0048,15.792395,74.449647,"{""type"":""Point"",""coordinates"":[74.449647,15.792395]}"
GEO-KL-0049,LG-KL-0049,8.507034,76.913804,"{""type"":""Point"",""coordinates"":[76.913804,8.507034]}"
GEO-MP-0050,LG-MP-0050,26.292404,78.085508,"{""type"":""Point"",""coordinates"":[78.085508,26.292404]}"
GEO-MH-0051,LG-MH-0051,19.206329,73.034983,"{""type"":""Point"",""coordinates"":[73.034983,19.206329]}"
GEO-MN-0052,LG-MN-0052,24.23535,93.579161,"{""type"":""Point"",""coordinates"":[93.579161,24.23535]}"
GEO-ML-0053,LG-ML-0053,25.451057,91.881823,"{""type"":""Point"",""coordinates"":[91.881823,25.451057]}"
GEO-MZ-0054,LG-MZ-0054,23.680131,92.781895,"{""type"":""Point"",""coordinates"":[92.781895,23.680131]}"
GEO-NL-0055,LG-NL-0055,25.567529,94.063546,"{""type"":""Point"",""coordinates"":[94.063546,25.567529]}"
GEO-OD-0056,LG-OD-0056,19.27127,84.92315,"{""type"":""Point"",""coordinates"":[84.92315,19.27127]}"
GEO-PB-0057,LG-PB-0057,30.84384,75.949887,"{""type"":""Point"",""coordinates"":[75.949887,30.84384]}"
GEO-RJ-0058,LG-RJ-0058,25.335392,75.759005,"{""type"":""Point"",""coordinates"":[75.759005,25.335392]}"
GEO-SK-0059,LG-SK-0059,27.266033,88.427652,"{""type"":""Point"",""coordinates"":[88.427652,27.266033]}"
GEO-TN-0060,LG-TN-0060,12.662872,80.018043,"{""type"":""Point"",""coordinates"":[80.018043,12.662872]}"
GEO-TS-0061,LG-TS-0061,17.313804,78.494053,"{""type"":""Point"",""coordinates"":[78.494053,17.313804]}"
GEO-TR-0062,LG-TR-0062,23.941239,91.236377,"{""type"":""Point"",""coordinates"":[91.236377,23.941239]}"
GEO-UP-0063,LG-UP-0063,26.824535,81.003129,"{""type"":""Point"",""coordinates"":[81.003129,26.824535]}"
GEO-UK-0064,LG-UK-0064,29.989249,78.122845,"{""type"":""Point"",""coordinates"":[78.122845,29.989249]}"
GEO-WB-0065,LG-WB-0065,22.56996,88.250691,"{""type"":""Point"",""coordinates"":[88.250691,22.56996]}"
GEO-AN-0066,LG-AN-0066,11.639606,92.687173,"{""type"":""Point"",""coordinates"":[92.687173,11.639606]}"
GEO-CH-0067,LG-CH-0067,30.63189,76.909821,"{""type"":""Point"",""coordinates"":[76.909821,30.63189]}"
GEO-DH-0068,LG-DH-0068,20.537434,72.714067,"{""type"":""Point"",""coordinates"":[72.714067,20.537434]}"
GEO-DL-0069,LG-DL-0069,28.55196,77.295533,"{""type"":""Point"",""coordinates"":[77.295533,28.55196]}"
GEO-JK-0070,LG-JK-0070,32.583553,74.99057,"{""type"":""Point"",""coordinates"":[74.99057,32.583553]}"
GEO-LA-0071,LG-LA-0071,34.519805,76.120006,"{""type"":""Point"",""coordinates"":[76.120006,34.519805]}"
GEO-LD-0072,LG-LD-0072,10.534586,72.67665,"{""type"":""Point"",""coordinates"":[72.67665,10.534586]}"
GEO-PY-0073,LG-PY-0073,10.93267,79.904355,"{""type"":""Point"",""coordinates"":[79.904355,10.93267]}"
GEO-AP-0074,LG-AP-0074,15.815999,78.047238,"{""type"":""Point"",""coordinates"":[78.047238,15.815999]}"
GEO-AR-0075,LG-AR-0075,27.142957,95.848728,"{""type"":""Point"",""coordinates"":[95.848728,27.142957]}"
GEO-AS-0076,LG-AS-0076,26.760212,94.245083,"{""type"":""Point"",""coordinates"":[94.245083,26.760212]}"
GEO-BR-0077,LG-BR-0077,25.695381,85.267777,"{""type"":""Point"",""coordinates"":[85.267777,25.695381]}"
GEO-CG-0078,LG-CG-0078,21.200605,81.698936,"{""type"":""Point"",""coordinates"":[81.698936,21.200605]}"
GEO-GA-0079,LG-GA-0079,15.203698,73.906988,"{""type"":""Point"",""coordinates"":[73.906988,15.203698]}"
GEO-GJ-0080,LG-GJ-0080,22.984587,72.631982,"{""type"":""Point"",""coordinates"":[72.631982,22.984587]}"
GEO-HR-0081,LG-HR-0081,29.562982,76.993613,"{""type"":""Point"",""coordinates"":[76.993613,29.562982]}"
GEO-HP-0082,LG-HP-0082,30.995429,77.215858,"{""type"":""Point"",""coordinates"":[77.215858,30.995429]}"
GEO-JH-0083,LG-JH-0083,23.67888,86.248108,"{""type"":""Point"",""coordinates"":[86.248108,23.67888]}"
GEO-KA-0084,LG-KA-0084,12.404919,76.506333,"{""type"":""Point"",""coordinates"":[76.506333,12.404919]}"
GEO-KL-0085,LG-KL-0085,11.310203,75.866141,"{""type"":""Point"",""coordinates"":[75.866141,11.310203]}"
GEO-MP-0086,LG-MP-0086,23.280322,79.851861,"{""type"":""Point"",""coordinates"":[79.851861,23.280322]}"
GEO-MH-0087,LG-MH-0087,19.182499,72.988195,"{""type"":""Point"",""coordinates"":[72.988195,19.182499]}"
GEO-MN-0088,LG-MN-0088,24.33309,93.729682,"{""type"":""Point"",""coordinates"":[93.729682,24.33309]}"
GEO-ML-0089,LG-ML-0089,25.617463,90.12263,"{""type"":""Point"",""coordinates"":[90.12263,25.617463]}"
GEO-MZ-0090,LG-MZ-0090,23.649391,92.753534,"{""type"":""Point"",""coordinates"":[92.753534,23.649391]}"
GEO-NL-0091,LG-NL-0091,25.905958,93.707373,"{""type"":""Point"",""coordinates"":[93.707373,25.905958]}"
GEO-OD-0092,LG-OD-0092,22.279587,84.873609,"{""type"":""Point"",""coordinates"":[84.873609,22.279587]}"
GEO-PB-0093,LG-PB-0093,30.812243,76.701654,"{""type"":""Point"",""coordinates"":[76.701654,30.812243]}"
GEO-RJ-0094,LG-RJ-0094,25.230222,75.837213,"{""type"":""Point"",""coordinates"":[75.837213,25.230222]}"
GEO-SK-0095,LG-SK-0095,27.23268,88.506662,"{""type"":""Point"",""coordinates"":[88.506662,27.23268]}"
GEO-TN-0096,LG-TN-0096,9.983788,78.113503,"{""type"":""Point"",""coordinates"":[78.113503,9.983788]}"
GEO-TS-0097,LG-TS-0097,17.39569,78.488697,"{""type"":""Point"",""coordinates"":[78.488697,17.39569]}"
GEO-TR-0098,LG-TR-0098,23.582708,91.383202,"{""type"":""Point"",""coordinates"":[91.383202,23.582708]}"
GEO-UP-0099,LG-UP-0099,27.11533,78.134264,"{""type"":""Point"",""coordinates"":[78.134264,27.11533]}"
GEO-UK-0100,LG-UK-0100,30.334455,78.169739,"{""type"":""Point"",""coordinates"":[78.169739,30.334455]}"
GEO-WB-0101,LG-WB-0101,22.728315,88.521733,"{""type"":""Point"",""coordinates"":[88.521733,22.728315]}"
GEO-AN-0102,LG-AN-0102,11.619401,92.737714,"{""type"":""Point"",""coordinates"":[92.737714,11.619401]}"
GEO-CH-0103,LG-CH-0103,30.650753,76.716001,"{""type"":""Point"",""coordinates"":[76.716001,30.650753]}"
GEO-DH-0104,LG-DH-0104,20.152395,73.117887,"{""type"":""Point"",""coordinates"":[73.117887,20.152395]}"
GEO-DL-0105,LG-DL-0105,28.699607,77.334631,"{""type"":""Point"",""coordinates"":[77.334631,28.699607]}"
GEO-JK-0106,LG-JK-0106,32.837272,74.96115,"{""type"":""Point"",""coordinates"":[74.96115,32.837272]}"
GEO-LA-0107,LG-LA-0107,34.140475,77.464371,"{""type"":""Point"",""coordinates"":[77.464371,34.140475]}"
GEO-LD-0108,LG-LD-0108,10.480726,72.515082,"{""type"":""Point"",""coordinates"":[72.515082,10.480726]}"
GEO-PY-0109,LG-PY-0109,11.974696,79.707535,"{""type"":""Point"",""coordinates"":[79.707535,11.974696]}"
GEO-AP-0110,LG-AP-0110,16.419448,80.348134,"{""type"":""Point"",""coordinates"":[80.348134,16.419448]}"
GEO-AR-0111,LG-AR-0111,27.058656,95.591948,"{""type"":""Point"",""coordinates"":[95.591948,27.058656]}"
GEO-AS-0112,LG-AS-0112,26.066091,91.659544,"{""type"":""Point"",""coordinates"":[91.659544,26.066091]}"
GEO-BR-0113,LG-BR-0113,25.193003,86.962997,"{""type"":""Point"",""coordinates"":[86.962997,25.193003]}"
GEO-CG-0114,LG-CG-0114,21.389503,81.490209,"{""type"":""Point"",""coordinates"":[81.490209,21.389503]}"
GEO-GA-0115,LG-GA-0115,15.234276,73.895579,"{""type"":""Point"",""coordinates"":[73.895579,15.234276]}"
GEO-GJ-0116,LG-GJ-0116,22.22865,73.178809,"{""type"":""Point"",""coordinates"":[73.178809,22.22865]}"
GEO-HR-0117,LG-HR-0117,28.587313,76.994486,"{""type"":""Point"",""coordinates"":[76.994486,28.587313]}"
GEO-HP-0118,LG-HP-0118,31.649964,76.993411,"{""type"":""Point"",""coordinates"":[76.993411,31.649964]}"
GEO-JH-0119,LG-JH-0119,23.48887,85.198815,"{""type"":""Point"",""coordinates"":[85.198815,23.48887]}"
GEO-KA-0120,LG-KA-0120,15.708545,74.552664,"{""type"":""Point"",""coordinates"":[74.552664,15.708545]}"
GEO-KL-0121,LG-KL-0121,9.975505,76.384331,"{""type"":""Point"",""coordinates"":[76.384331,9.975505]}"
GEO-MP-0122,LG-MP-0122,23.328963,79.888514,"{""type"":""Point"",""coordinates"":[79.888514,23.328963]}"
GEO-MH-0123,LG-MH-0123,18.646034,73.959985,"{""type"":""Point"",""coordinates"":[73.959985,18.646034]}"
GEO-MN-0124,LG-MN-0124,24.391368,93.811954,"{""type"":""Point"",""coordinates"":[93.811954,24.391368]}"
GEO-ML-0125,LG-ML-0125,25.588303,90.124599,"{""type"":""Point"",""coordinates"":[90.124599,25.588303]}"
GEO-MZ-0126,LG-MZ-0126,22.838669,92.695904,"{""type"":""Point"",""coordinates"":[92.695904,22.838669]}"
GEO-NL-0127,LG-NL-0127,25.952091,93.759395,"{""type"":""Point"",""coordinates"":[93.759395,25.952091]}"
GEO-OD-0128,LG-OD-0128,19.410065,84.959902,"{""type"":""Point"",""coordinates"":[84.959902,19.410065]}"
GEO-PB-0129,LG-PB-0129,30.796339,75.916241,"{""type"":""Point"",""coordinates"":[75.916241,30.796339]}"
GEO-RJ-0130,LG-RJ-0130,26.917445,75.808746,"{""type"":""Point"",""coordinates"":[75.808746,26.917445]}"
GEO-SK-0131,LG-SK-0131,27.286738,88.53936,"{""type"":""Point"",""coordinates"":[88.53936,27.286738]}"
GEO-TN-0132,LG-TN-0132,12.705707,79.975514,"{""type"":""Point"",""coordinates"":[79.975514,12.705707]}"
GEO-TS-0133,LG-TS-0133,17.282933,78.497747,"{""type"":""Point"",""coordinates"":[78.497747,17.282933]}"
GEO-TR-0134,LG-TR-0134,23.658709,91.54469,"{""type"":""Point"",""coordinates"":[91.54469,23.658709]}"
GEO-UP-0135,LG-UP-0135,26.361919,80.377376,"{""type"":""Point"",""coordinates"":[80.377376,26.361919]}"
GEO-UK-0136,LG-UK-0136,29.320944,79.469791,"{""type"":""Point"",""coordinates"":[79.469791,29.320944]}"
GEO-WB-0137,LG-WB-0137,22.544306,87.411429,"{""type"":""Point"",""coordinates"":[87.411429,22.544306]}"
GEO-AN-0138,LG-AN-0138,11.695676,92.794056,"{""type"":""Point"",""coordinates"":[92.794056,11.695676]}"
GEO-CH-0139,LG-CH-0139,30.628534,76.927104,"{""type"":""Point"",""coordinates"":[76.927104,30.628534]}"
GEO-DH-0140,LG-DH-0140,20.255008,73.00152,"{""type"":""Point"",""coordinates"":[73.00152,20.255008]}"
GEO-DL-0141,LG-DL-0141,28.748439,77.195778,"{""type"":""Point"",""coordinates"":[77.195778,28.748439]}"
GEO-JK-0142,LG-JK-0142,32.587809,74.969963,"{""type"":""Point"",""coordinates"":[74.969963,32.587809]}"
GEO-LA-0143,LG-LA-0143,34.435374,76.20053,"{""type"":""Point"",""coordinates"":[76.20053,34.435374]}"
GEO-LD-0144,LG-LD-0144,10.564931,72.776534,"{""type"":""Point"",""coordinates"":[72.776534,10.564931]}"
GEO-PY-0145,LG-PY-0145,11.890198,79.926658,"{""type"":""Point"",""coordinates"":[79.926658,11.890198]}"
GEO-AP-0146,LG-AP-0146,13.237883,79.081749,"{""type"":""Point"",""coordinates"":[79.081749,13.237883]}"
GEO-AR-0147,LG-AR-0147,27.124579,95.779113,"{""type"":""Point"",""coordinates"":[95.779113,27.124579]}"
GEO-AS-0148,LG-AS-0148,26.734157,94.22561,"{""type"":""Point"",""coordinates"":[94.22561,26.734157]}"
GEO-BR-0149,LG-BR-0149,25.624085,85.202597,"{""type"":""Point"",""coordinates"":[85.202597,25.624085]}"
GEO-CG-0150,LG-CG-0150,21.097574,81.23628,"{""type"":""Point"",""coordinates"":[81.23628,21.097574]}"
GEO-GA-0151,LG-GA-0151,15.303764,74.072909,"{""type"":""Point"",""coordinates"":[74.072909,15.303764]}"
GEO-GJ-0152,LG-GJ-0152,22.441398,70.803368,"{""type"":""Point"",""coordinates"":[70.803368,22.441398]}"
GEO-HR-0153,LG-HR-0153,30.56281,76.945907,"{""type"":""Point"",""coordinates"":[76.945907,30.56281]}"
GEO-HP-0154,LG-HP-0154,31.144937,77.236264,"{""type"":""Point"",""coordinates"":[77.236264,31.144937]}"
GEO-JH-0155,LG-JH-0155,23.692142,86.326511,"{""type"":""Point"",""coordinates"":[86.326511,23.692142]}"
GEO-KA-0156,LG-KA-0156,13.049192,74.891484,"{""type"":""Point"",""coordinates"":[74.891484,13.049192]}"
GEO-KL-0157,LG-KL-0157,10.435354,76.218568,"{""type"":""Point"",""coordinates"":[76.218568,10.435354]}"
GEO-MP-0158,LG-MP-0158,23.348164,77.430025,"{""type"":""Point"",""coordinates"":[77.430025,23.348164]}"
GEO-MH-0159,LG-MH-0159,19.961924,73.886437,"{""type"":""Point"",""coordinates"":[73.886437,19.961924]}"
GEO-MN-0160,LG-MN-0160,24.758407,94.024489,"{""type"":""Point"",""coordinates"":[94.024489,24.758407]}"
GEO-ML-0161,LG-ML-0161,25.510857,90.152455,"{""type"":""Point"",""coordinates"":[90.152455,25.510857]}"
GEO-MZ-0162,LG-MZ-0162,23.796992,92.830966,"{""type"":""Point"",""coordinates"":[92.830966,23.796992]}"
GEO-NL-0163,LG-NL-0163,25.766997,93.655385,"{""type"":""Point"",""coordinates"":[93.655385,25.766997]}"
GEO-OD-0164,LG-OD-0164,19.458442,84.969525,"{""type"":""Point"",""coordinates"":[84.969525,19.458442]}"
GEO-PB-0165,LG-PB-0165,31.352304,75.695668,"{""type"":""Point"",""coordinates"":[75.695668,31.352304]}"
GEO-RJ-0166,LG-RJ-0166,26.861467,75.671302,"{""type"":""Point"",""coordinates"":[75.671302,26.861467]}"
GEO-SK-0167,LG-SK-0167,27.06787,88.449109,"{""type"":""Point"",""coordinates"":[88.449109,27.06787]}"
GEO-TN-0168,LG-TN-0168,10.693727,78.825182,"{""type"":""Point"",""coordinates"":[78.825182,10.693727]}"
GEO-TS-0169,LG-TS-0169,17.464758,78.609726,"{""type"":""Point"",""coordinates"":[78.609726,17.464758]}"
GEO-TR-0170,LG-TR-0170,23.800736,91.197908,"{""type"":""Point"",""coordinates"":[91.197908,23.800736]}"
GEO-UP-0171,LG-UP-0171,27.028287,77.885427,"{""type"":""Point"",""coordinates"":[77.885427,27.028287]}"
GEO-UK-0172,LG-UK-0172,30.363565,78.123373,"{""type"":""Point"",""coordinates"":[78.123373,30.363565]}"
GEO-WB-0173,LG-WB-0173,22.663642,88.281334,"{""type"":""Point"",""coordinates"":[88.281334,22.663642]}"
GEO-AN-0174,LG-AN-0174,11.70439,92.803742,"{""type"":""Point"",""coordinates"":[92.803742,11.70439]}"
GEO-CH-0175,LG-CH-0175,30.726267,76.735461,"{""type"":""Point"",""coordinates"":[76.735461,30.726267]}"
GEO-DH-0176,LG-DH-0176,20.138979,73.002988,"{""type"":""Point"",""coordinates"":[73.002988,20.138979]}"
GEO-DL-0177,LG-DL-0177,28.541173,77.175321,"{""type"":""Point"",""coordinates"":[77.175321,28.541173]}"
GEO-JK-0178,LG-JK-0178,34.139504,74.891557,"{""type"":""Point"",""coordinates"":[74.891557,34.139504]}"
GEO-LA-0179,LG-LA-0179,34.655592,76.013791,"{""type"":""Point"",""coordinates"":[76.013791,34.655592]}"
GEO-LD-0180,LG-LD-0180,10.600799,72.630826,"{""type"":""Point"",""coordinates"":[72.630826,10.600799]}"
GEO-PY-0181,LG-PY-0181,11.79853,79.876632,"{""type"":""Point"",""coordinates"":[79.876632,11.79853]}"
GEO-AP-0182,LG-AP-0182,16.641278,80.802948,"{""type"":""Point"",""coordinates"":[80.802948,16.641278]}"
GEO-AR-0183,LG-AR-0183,27.018139,93.496866,"{""type"":""Point"",""coordinates"":[93.496866,27.018139]}"
GEO-AS-0184,LG-AS-0184,24.806821,92.797066,"{""type"":""Point"",""coordinates"":[92.797066,24.806821]}"
GEO-BR-0185,LG-BR-0185,25.17414,87.021026,"{""type"":""Point"",""coordinates"":[87.021026,25.17414]}"
GEO-CG-0186,LG-CG-0186,22.028775,82.242164,"{""type"":""Point"",""coordinates"":[82.242164,22.028775]}"
GEO-GA-0187,LG-GA-0187,15.493033,73.815119,"{""type"":""Point"",""coordinates"":[73.815119,15.493033]}"
GEO-GJ-0188,LG-GJ-0188,23.103739,72.496017,"{""type"":""Point"",""coordinates"":[72.496017,23.103739]}"
GEO-HR-0189,LG-HR-0189,29.547547,77.052488,"{""type"":""Point"",""coordinates"":[77.052488,29.547547]}"
GEO-HP-0190,LG-HP-0190,31.564316,77.039049,"{""type"":""Point"",""coordinates"":[77.039049,31.564316]}"
GEO-JH-0191,LG-JH-0191,22.664145,86.245426,"{""type"":""Point"",""coordinates"":[86.245426,22.664145]}"
GEO-KA-0192,LG-KA-0192,15.790871,74.631081,"{""type"":""Point"",""coordinates"":[74.631081,15.790871]}"
GEO-KL-0193,LG-KL-0193,8.53427,76.966575,"{""type"":""Point"",""coordinates"":[76.966575,8.53427]}"
GEO-MP-0194,LG-MP-0194,23.186783,80.134424,"{""type"":""Point"",""coordinates"":[80.134424,23.186783]}"
GEO-MH-0195,LG-MH-0195,21.093208,79.08296,"{""type"":""Point"",""coordinates"":[79.08296,21.093208]}"
GEO-MN-0196,LG-MN-0196,24.345279,93.578174,"{""type"":""Point"",""coordinates"":[93.578174,24.345279]}"
GEO-ML-0197,LG-ML-0197,25.596589,91.889658,"{""type"":""Point"",""coordinates"":[91.889658,25.596589]}"
GEO-MZ-0198,LG-MZ-0198,23.822552,92.627506,"{""type"":""Point"",""coordinates"":[92.627506,23.822552]}"
GEO-NL-0199,LG-NL-0199,25.964521,93.777678,"{""type"":""Point"",""coordinates"":[93.777678,25.964521]}"
GEO-OD-0200,LG-OD-0200,19.259881,84.994637,"{""type"":""Point"",""coordinates"":[84.994637,19.259881]}"
GEO-PB-0201,LG-PB-0201,30.867151,76.007286,"{""type"":""Point"",""coordinates"":[76.007286,30.867151]}"
GEO-RJ-0202,LG-RJ-0202,26.96896,75.906893,"{""type"":""Point"",""coordinates"":[75.906893,26.96896]}"
GEO-SK-0203,LG-SK-0203,27.43541,88.647554,"{""type"":""Point"",""coordinates"":[88.647554,27.43541]}"
GEO-TN-0204,LG-TN-0204,9.922634,78.011054,"{""type"":""Point"",""coordinates"":[78.011054,9.922634]}"
GEO-TS-0205,LG-TS-0205,17.3706,78.364112,"{""type"":""Point"",""coordinates"":[78.364112,17.3706]}"
GEO-TR-0206,LG-TR-0206,23.474666,91.581586,"{""type"":""Point"",""coordinates"":[91.581586,23.474666]}"
GEO-UP-0207,LG-UP-0207,25.38139,82.88448,"{""type"":""Point"",""coordinates"":[82.88448,25.38139]}"
GEO-UK-0208,LG-UK-0208,29.993559,78.059227,"{""type"":""Point"",""coordinates"":[78.059227,29.993559]}"
GEO-WB-0209,LG-WB-0209,22.693045,88.353821,"{""type"":""Point"",""coordinates"":[88.353821,22.693045]}"
GEO-AN-0210,LG-AN-0210,11.521801,92.661814,"{""type"":""Point"",""coordinates"":[92.661814,11.521801]}"
GEO-CH-0211,LG-CH-0211,30.75471,76.923205,"{""type"":""Point"",""coordinates"":[76.923205,30.75471]}"
GEO-DH-0212,LG-DH-0212,20.285496,72.877338,"{""type"":""Point"",""coordinates"":[72.877338,20.285496]}"
GEO-DL-0213,LG-DL-0213,28.648698,77.067735,"{""type"":""Point"",""coordinates"":[77.067735,28.648698]}"
GEO-JK-0214,LG-JK-0214,34.033216,74.922156,"{""type"":""Point"",""coordinates"":[74.922156,34.033216]}"
GEO-LA-0215,LG-LA-0215,34.689118,76.049742,"{""type"":""Point"",""coordinates"":[76.049742,34.689118]}"
GEO-LD-0216,LG-LD-0216,10.554511,72.705803,"{""type"":""Point"",""coordinates"":[72.705803,10.554511]}"
GEO-PY-0217,LG-PY-0217,11.836396,79.740391,"{""type"":""Point"",""coordinates"":[79.740391,11.836396]}"
GEO-AP-0218,LG-AP-0218,17.715636,83.246327,"{""type"":""Point"",""coordinates"":[83.246327,17.715636]}"
GEO-AR-0219,LG-AR-0219,27.023117,95.84871,"{""type"":""Point"",""coordinates"":[95.84871,27.023117]}"
GEO-AS-0220,LG-AS-0220,24.821592,92.806061,"{""type"":""Point"",""coordinates"":[92.806061,24.821592]}"
GEO-BR-0221,LG-BR-0221,24.733811,84.971938,"{""type"":""Point"",""coordinates"":[84.971938,24.733811]}"
GEO-CG-0222,LG-CG-0222,21.375935,81.776687,"{""type"":""Point"",""coordinates"":[81.776687,21.375935]}"
GEO-GA-0223,LG-GA-0223,15.566026,73.971198,"{""type"":""Point"",""coordinates"":[73.971198,15.566026]}"
GEO-GJ-0224,LG-GJ-0224,22.322815,73.166214,"{""type"":""Point"",""coordinates"":[73.166214,22.322815]}"
GEO-HR-0225,LG-HR-0225,30.811175,76.737134,"{""type"":""Point"",""coordinates"":[76.737134,30.811175]}"
GEO-HP-0226,LG-HP-0226,32.125842,76.290958,"{""type"":""Point"",""coordinates"":[76.290958,32.125842]}"
GEO-JH-0227,LG-JH-0227,23.791176,86.520212,"{""type"":""Point"",""coordinates"":[86.520212,23.791176]}"
GEO-KA-0228,LG-KA-0228,13.106076,77.721338,"{""type"":""Point"",""coordinates"":[77.721338,13.106076]}"
